id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
2532,62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,-1,0,unknown,yes
2533,26,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,125,1,-1,0,unknown,yes
2534,45,management,married,tertiary,no,2671,no,no,cellular,14,aug,94,4,-1,0,unknown,yes
2535,63,technician,married,secondary,no,896,yes,no,cellular,14,aug,276,2,-1,0,unknown,yes
2536,25,management,single,tertiary,no,528,no,no,cellular,14,aug,201,1,-1,0,unknown,yes
2537,60,retired,married,unknown,no,209,no,no,cellular,14,aug,391,3,106,1,failure,yes
2538,44,management,married,tertiary,no,226,yes,no,cellular,14,aug,190,3,270,3,failure,yes
2539,33,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,498,2,191,1,failure,yes
2540,39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,267,1,other,yes
2541,46,blue-collar,married,unknown,no,336,yes,no,cellular,14,aug,260,3,457,1,other,yes
2542,42,admin.,married,primary,no,-306,yes,no,cellular,17,aug,308,1,459,1,success,yes
2543,56,management,married,unknown,no,4623,no,no,cellular,17,aug,348,1,-1,0,unknown,yes
2544,82,retired,married,secondary,no,276,no,no,telephone,17,aug,199,1,-1,0,unknown,yes
2545,77,retired,married,tertiary,no,0,no,no,cellular,17,aug,286,1,-1,0,unknown,yes
2546,36,services,single,tertiary,no,1189,no,no,cellular,17,aug,220,1,-1,0,unknown,yes
2547,35,management,single,tertiary,no,431,no,no,cellular,17,aug,343,2,397,1,failure,yes
2548,50,technician,married,secondary,no,2218,yes,no,cellular,17,aug,711,1,-1,0,unknown,yes
2549,62,retired,married,secondary,no,1495,no,no,cellular,17,aug,606,1,196,1,success,yes
2550,26,management,single,tertiary,no,828,yes,no,cellular,17,aug,156,1,199,1,failure,yes
2551,55,management,married,tertiary,no,12972,no,no,telephone,18,aug,205,1,-1,0,unknown,yes
2552,22,student,single,secondary,no,948,no,no,telephone,18,aug,215,1,197,2,failure,yes
2553,30,student,single,secondary,no,48,no,no,cellular,18,aug,161,1,173,1,failure,yes
2554,34,housemaid,married,tertiary,no,0,no,no,cellular,18,aug,148,1,84,2,failure,yes
2555,31,management,married,tertiary,no,537,yes,no,cellular,18,aug,216,1,-1,0,unknown,yes
2556,55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,yes
2557,49,technician,single,secondary,no,9131,yes,no,cellular,18,aug,532,1,461,5,failure,yes
2558,67,retired,divorced,tertiary,no,443,no,no,cellular,18,aug,441,1,-1,0,unknown,yes
2559,43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,yes
2560,25,technician,single,tertiary,no,3411,no,no,cellular,19,aug,225,2,-1,0,unknown,yes
2561,59,retired,divorced,secondary,no,1,no,no,cellular,19,aug,335,1,-1,0,unknown,yes
2562,44,admin.,married,secondary,no,10905,no,no,cellular,19,aug,240,2,271,1,other,yes
2563,42,management,married,tertiary,no,976,no,no,cellular,19,aug,164,1,-1,0,unknown,yes
2564,29,management,single,tertiary,no,2531,no,no,cellular,19,aug,634,1,-1,0,unknown,yes
2565,32,management,married,tertiary,no,1270,no,no,cellular,19,aug,232,3,-1,0,unknown,yes
2566,30,management,single,tertiary,no,5359,no,no,cellular,19,aug,145,1,84,2,success,yes
2567,38,technician,married,secondary,no,10596,no,no,cellular,19,aug,195,1,197,4,other,yes
2568,22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown,yes
2569,25,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,267,1,-1,0,unknown,yes
2570,34,self-employed,single,tertiary,no,9962,no,no,cellular,20,aug,474,1,-1,0,unknown,yes
2571,27,technician,single,tertiary,no,11862,no,no,cellular,20,aug,217,1,87,6,failure,yes
2572,35,management,single,tertiary,no,1756,no,no,cellular,20,aug,195,1,-1,0,unknown,yes
2573,45,housemaid,married,secondary,no,4068,no,no,cellular,20,aug,184,1,-1,0,unknown,yes
2574,42,management,married,primary,no,5310,yes,no,cellular,20,aug,273,1,90,3,success,yes
2575,20,student,single,secondary,no,215,no,no,cellular,21,aug,228,4,183,1,other,yes
2576,60,admin.,married,secondary,no,106,no,no,cellular,21,aug,216,3,91,1,success,yes
2577,47,management,married,tertiary,no,0,no,yes,cellular,21,aug,374,1,-1,0,unknown,yes
2578,25,student,single,secondary,no,469,no,no,cellular,21,aug,273,1,86,1,other,yes
2579,65,retired,married,secondary,no,2326,no,yes,cellular,21,aug,276,1,-1,0,unknown,yes
2580,50,technician,married,secondary,no,3370,no,no,cellular,21,aug,531,2,80,2,success,yes
2581,22,student,single,secondary,no,144,no,no,cellular,21,aug,116,1,-1,0,unknown,yes
2582,43,admin.,single,secondary,no,733,yes,no,cellular,21,aug,126,1,88,4,success,yes
2583,53,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343,2,428,2,success,yes
2584,71,retired,divorced,secondary,no,5584,no,no,cellular,21,aug,534,3,-1,0,unknown,yes
2585,28,blue-collar,married,secondary,no,61,yes,no,cellular,21,aug,744,1,109,3,success,yes
2586,59,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,438,1,184,3,success,yes
2587,29,management,single,tertiary,no,265,no,no,cellular,24,aug,130,2,94,1,success,yes
2588,51,technician,married,secondary,no,117,no,no,cellular,24,aug,467,2,88,4,other,yes
2589,48,housemaid,married,tertiary,no,5473,no,no,cellular,24,aug,232,2,-1,0,unknown,yes
2590,37,blue-collar,married,primary,no,106,yes,no,cellular,25,aug,511,1,392,13,failure,yes
2591,37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,192,1,193,1,success,yes
2592,64,retired,married,tertiary,no,380,no,no,cellular,25,aug,479,1,-1,0,unknown,yes
2593,69,retired,married,secondary,no,0,no,no,cellular,25,aug,412,2,-1,0,unknown,yes
2594,36,management,married,tertiary,no,255,no,no,cellular,25,aug,242,6,95,4,success,yes
2595,43,services,married,secondary,no,2145,no,no,cellular,25,aug,291,2,95,4,success,yes
2596,63,housemaid,married,primary,no,91,no,no,telephone,26,aug,128,3,-1,0,unknown,yes
2597,70,retired,married,secondary,no,1853,no,no,telephone,26,aug,314,1,-1,0,unknown,yes
2598,60,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,yes
2599,86,retired,divorced,primary,no,0,no,no,telephone,26,aug,189,1,-1,0,unknown,yes
2600,72,retired,married,secondary,no,1129,no,no,cellular,26,aug,186,1,-1,0,unknown,yes
2601,60,retired,married,tertiary,no,108,no,no,cellular,26,aug,624,1,-1,0,unknown,yes
2602,43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,yes
2603,57,management,divorced,unknown,no,854,no,no,cellular,27,aug,700,4,92,1,failure,yes
2604,28,management,single,tertiary,no,223,yes,no,telephone,27,aug,157,2,119,1,other,yes
2605,36,blue-collar,single,secondary,no,40,yes,no,cellular,27,aug,259,3,475,4,success,yes
2606,66,retired,married,secondary,no,2048,no,no,cellular,27,aug,212,1,-1,0,unknown,yes
2607,33,technician,single,tertiary,no,3689,no,no,cellular,27,aug,445,3,-1,0,unknown,yes
2608,36,technician,single,secondary,no,539,yes,no,cellular,27,aug,398,2,477,1,failure,yes
2609,29,technician,single,secondary,no,590,no,no,cellular,27,aug,81,1,94,1,success,yes
2610,62,unemployed,married,secondary,no,780,no,no,cellular,28,aug,162,2,-1,0,unknown,yes
2611,34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes
2612,29,unemployed,single,tertiary,no,1311,no,no,cellular,28,aug,622,1,-1,0,unknown,yes
2613,30,management,married,tertiary,no,7,yes,no,cellular,28,aug,173,1,164,4,other,yes
2614,32,technician,married,tertiary,no,636,yes,no,cellular,28,aug,370,1,116,4,success,yes
2615,39,blue-collar,single,primary,no,24277,no,no,cellular,28,aug,261,1,-1,0,unknown,yes
2616,55,admin.,divorced,secondary,no,1872,no,no,cellular,28,aug,155,2,93,8,failure,yes
2617,36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes
2618,27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure,yes
2619,45,management,married,tertiary,no,4119,yes,yes,telephone,31,aug,473,2,283,1,success,yes
2620,55,management,married,unknown,no,1504,yes,no,cellular,31,aug,186,3,101,2,success,yes
2621,52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
2622,49,management,single,tertiary,no,5689,no,no,cellular,31,aug,470,1,97,3,failure,yes
2623,30,blue-collar,married,primary,no,201,yes,no,cellular,31,aug,219,1,157,12,failure,yes
2624,39,management,married,tertiary,no,119,yes,no,cellular,1,sep,265,2,476,4,success,yes
2625,48,management,divorced,tertiary,no,17964,yes,no,cellular,1,sep,120,1,98,5,success,yes
2626,36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,-1,0,unknown,yes
2627,27,admin.,married,secondary,no,1596,no,no,cellular,1,sep,82,1,-1,0,unknown,yes
2628,51,management,married,tertiary,no,2635,no,no,cellular,1,sep,181,1,98,2,failure,yes
2629,48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes
2630,70,retired,married,secondary,no,2626,no,no,cellular,2,sep,140,2,-1,0,unknown,yes
2631,63,retired,married,secondary,no,4752,no,no,cellular,2,sep,233,2,-1,0,unknown,yes
2632,34,services,single,secondary,no,528,yes,no,cellular,2,sep,121,3,100,5,other,yes
2633,46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,260,1,94,8,success,yes
2634,31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,1,94,1,success,yes
2635,32,admin.,married,secondary,no,995,no,no,cellular,3,sep,331,1,99,2,other,yes
2636,40,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,733,1,93,1,success,yes
2637,30,admin.,single,secondary,no,0,no,no,cellular,4,sep,316,3,-1,0,unknown,yes
2638,55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success,yes
2639,57,management,divorced,tertiary,no,6468,yes,no,cellular,4,sep,730,1,157,4,failure,yes
2640,59,admin.,single,secondary,no,4744,no,no,cellular,4,sep,879,1,-1,0,unknown,yes
2641,26,technician,single,secondary,no,1231,yes,no,cellular,4,sep,230,1,93,7,success,yes
2642,73,retired,married,unknown,no,3443,no,no,telephone,4,sep,770,3,-1,0,unknown,yes
2643,30,admin.,single,secondary,no,2568,no,no,cellular,4,sep,563,1,100,4,other,yes
2644,64,retired,married,tertiary,no,1644,no,no,telephone,7,sep,569,4,-1,0,unknown,yes
2645,36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,yes
2646,55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,98,5,success,yes
2647,63,retired,married,tertiary,no,1795,no,no,cellular,7,sep,219,1,-1,0,unknown,yes
2648,52,technician,married,secondary,no,0,yes,no,cellular,7,sep,211,1,294,1,failure,yes
2649,34,management,single,tertiary,no,268,no,no,cellular,7,sep,587,1,-1,0,unknown,yes
2650,36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,yes
2651,31,management,single,tertiary,no,924,no,no,cellular,7,sep,231,1,94,3,success,yes
2652,47,retired,single,primary,no,3033,no,no,cellular,8,sep,293,1,-1,0,unknown,yes
2653,50,admin.,married,tertiary,no,6574,no,no,cellular,8,sep,495,1,92,3,success,yes
2654,70,retired,divorced,secondary,no,0,no,no,cellular,8,sep,206,1,-1,0,unknown,yes
2655,18,student,single,unknown,no,108,no,no,cellular,8,sep,169,1,-1,0,unknown,yes
2656,33,self-employed,married,secondary,no,409,no,no,cellular,8,sep,165,1,97,4,success,yes
2657,24,technician,single,secondary,no,726,no,no,cellular,8,sep,445,2,-1,0,unknown,yes
2658,25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success,yes
2659,26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
2660,32,management,single,tertiary,no,2915,no,no,cellular,8,sep,519,1,131,2,failure,yes
2661,25,student,single,unknown,no,480,no,no,cellular,8,sep,140,1,-1,0,unknown,yes
2662,58,management,married,tertiary,no,1227,no,no,cellular,8,sep,400,2,95,1,success,yes
2663,42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,unknown,yes
2664,30,blue-collar,single,secondary,no,161,no,yes,telephone,8,sep,298,3,-1,0,unknown,yes
2665,76,retired,divorced,primary,no,802,no,no,cellular,9,sep,475,5,-1,0,unknown,yes
2666,79,retired,married,secondary,no,723,no,no,telephone,9,sep,276,1,79,3,failure,yes
2667,70,retired,married,primary,no,6538,no,no,cellular,9,sep,394,1,-1,0,unknown,yes
2668,30,management,single,tertiary,no,147,no,no,cellular,9,sep,234,1,100,1,failure,yes
2669,60,retired,married,secondary,no,0,no,no,cellular,9,sep,408,1,-1,0,unknown,yes
2670,51,unemployed,married,secondary,no,1416,no,no,cellular,9,sep,345,1,-1,0,unknown,yes
2671,71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,unknown,yes
2672,31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
2673,32,admin.,single,secondary,no,555,yes,no,cellular,9,sep,344,1,-1,0,unknown,yes
2674,34,management,married,tertiary,no,158,no,no,cellular,9,sep,278,2,132,4,failure,yes
2675,28,admin.,single,secondary,no,261,yes,yes,cellular,9,sep,259,2,98,4,success,yes
2676,45,management,married,tertiary,no,786,no,no,cellular,10,sep,84,3,-1,0,unknown,yes
2677,53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,3,-1,0,unknown,yes
2678,38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes
2679,56,admin.,single,secondary,no,2815,yes,no,cellular,11,sep,212,1,-1,0,unknown,yes
2680,42,technician,married,secondary,no,3082,no,no,cellular,11,sep,285,1,-1,0,unknown,yes
2681,47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91,1,100,2,other,yes
2682,73,retired,married,unknown,no,739,no,no,cellular,11,sep,210,1,-1,0,unknown,yes
2683,46,blue-collar,married,secondary,no,640,yes,no,cellular,11,sep,108,2,129,2,failure,yes
2684,73,retired,married,tertiary,no,1843,no,no,cellular,11,sep,106,2,-1,0,unknown,yes
2685,28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,240,2,95,3,other,yes
2686,46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,4,95,2,other,yes
2687,74,retired,married,primary,no,1765,no,no,telephone,11,sep,290,2,-1,0,unknown,yes
2688,71,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,335,4,-1,0,unknown,yes
2689,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,14,sep,185,2,-1,0,unknown,yes
2690,73,retired,married,primary,no,934,no,no,cellular,14,sep,961,5,-1,0,unknown,yes
2691,47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,yes
2692,49,technician,divorced,tertiary,no,596,yes,no,telephone,15,sep,722,1,-1,0,unknown,yes
2693,40,admin.,married,secondary,no,4775,no,no,cellular,15,sep,215,1,-1,0,unknown,yes
2694,57,blue-collar,married,primary,no,3109,no,no,cellular,15,sep,107,2,105,2,success,yes
2695,50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173,2,99,4,failure,yes
2696,34,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,89,2,106,1,success,yes
2697,56,services,married,secondary,no,654,no,no,cellular,15,sep,875,1,-1,0,unknown,yes
2698,32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other,yes
2699,50,management,divorced,tertiary,no,810,no,no,cellular,15,sep,91,1,103,3,success,yes
2700,54,unemployed,divorced,secondary,no,1664,no,no,cellular,15,sep,106,1,105,3,success,yes
2701,26,management,single,tertiary,no,362,no,no,cellular,15,sep,925,1,104,2,success,yes
2702,40,technician,married,tertiary,no,1293,no,no,cellular,16,sep,1702,3,105,2,success,yes
2703,29,management,single,tertiary,no,874,yes,no,cellular,16,sep,152,1,103,1,success,yes
2704,52,housemaid,married,primary,no,10943,no,no,cellular,16,sep,292,1,-1,0,unknown,yes
2705,38,technician,married,secondary,no,4539,no,no,cellular,16,sep,387,1,-1,0,unknown,yes
2706,46,management,married,tertiary,no,2817,no,no,cellular,17,sep,543,1,-1,0,unknown,yes
2707,26,management,single,tertiary,no,1646,no,no,cellular,18,sep,890,5,-1,0,unknown,yes
2708,25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,yes
2709,70,retired,married,tertiary,no,44,no,no,cellular,18,sep,1104,2,88,2,other,yes
2710,83,retired,married,primary,no,425,no,no,telephone,22,sep,773,1,92,2,success,yes
2711,43,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,83,1,113,3,success,yes
2712,45,blue-collar,married,secondary,no,10252,no,no,cellular,22,sep,173,1,141,2,success,yes
2713,37,admin.,single,tertiary,no,1000,yes,no,cellular,22,sep,239,1,99,2,success,yes
2714,71,retired,divorced,secondary,no,4380,no,no,cellular,22,sep,369,1,-1,0,unknown,yes
2715,27,management,single,tertiary,no,20585,no,no,cellular,23,sep,299,1,100,1,success,yes
2716,47,admin.,married,secondary,no,2601,no,no,cellular,24,sep,261,1,-1,0,unknown,yes
2717,42,management,divorced,tertiary,no,238,no,no,cellular,25,sep,692,1,-1,0,unknown,yes
2718,77,retired,divorced,secondary,no,0,no,no,cellular,25,sep,210,1,-1,0,unknown,yes
2719,61,management,married,tertiary,no,3371,no,no,cellular,28,sep,299,2,-1,0,unknown,yes
2720,57,management,married,tertiary,no,10583,no,no,cellular,28,sep,341,3,98,3,success,yes
2721,34,management,married,tertiary,no,16,yes,no,telephone,29,sep,316,1,119,1,other,yes
2722,40,blue-collar,married,secondary,no,1451,no,no,cellular,30,sep,117,1,121,1,success,yes
2723,84,entrepreneur,married,secondary,no,0,no,no,telephone,30,sep,992,2,-1,0,unknown,yes
2724,26,student,single,secondary,no,132,no,no,cellular,1,oct,194,1,119,1,success,yes
2725,37,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,yes
2726,47,management,married,tertiary,no,288,no,no,cellular,1,oct,101,1,-1,0,unknown,yes
2727,37,management,single,tertiary,no,1027,yes,no,cellular,1,oct,137,1,119,1,failure,yes
2728,28,management,single,tertiary,no,6784,no,no,cellular,1,oct,502,1,115,3,other,yes
2729,54,management,married,tertiary,no,1464,no,no,cellular,2,oct,194,2,94,1,success,yes
2730,54,management,married,tertiary,no,8295,no,no,cellular,2,oct,849,2,119,1,success,yes
2731,61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215,1,-1,0,unknown,yes
2732,30,technician,single,secondary,no,158,no,no,cellular,6,oct,144,1,-1,0,unknown,yes
2733,60,retired,married,primary,no,1588,no,no,cellular,6,oct,728,1,-1,0,unknown,yes
2734,44,management,married,unknown,no,282,no,no,cellular,6,oct,296,3,-1,0,unknown,yes
2735,33,management,single,tertiary,no,5437,no,no,cellular,7,oct,201,1,58,3,failure,yes
2736,25,admin.,single,tertiary,no,1185,no,no,cellular,7,oct,290,1,114,1,failure,yes
2737,54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown,yes
2738,24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147,1,92,5,other,yes
2739,36,technician,married,tertiary,no,4596,yes,no,cellular,8,oct,234,2,175,2,success,yes
2740,58,retired,married,primary,no,565,no,no,telephone,8,oct,153,1,93,1,success,yes
2741,33,management,single,tertiary,no,1781,no,no,cellular,8,oct,611,2,183,1,success,yes
2742,27,admin.,married,secondary,no,3415,no,no,cellular,9,oct,266,3,184,1,success,yes
2743,60,admin.,divorced,secondary,no,12039,no,no,telephone,12,oct,261,1,187,1,success,yes
2744,56,unemployed,married,secondary,no,12,no,no,cellular,12,oct,511,3,187,1,failure,yes
2745,25,technician,single,secondary,no,139,no,yes,cellular,12,oct,138,1,-1,0,unknown,yes
2746,21,student,single,secondary,no,2488,no,no,cellular,12,oct,180,1,-1,0,unknown,yes
2747,73,retired,divorced,secondary,no,7111,yes,no,cellular,12,oct,146,1,-1,0,unknown,yes
2748,67,management,divorced,tertiary,no,361,no,no,cellular,13,oct,411,2,-1,0,unknown,yes
2749,51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,oct,79,2,-1,0,unknown,yes
2750,48,management,married,tertiary,no,1093,yes,yes,cellular,13,oct,1226,2,-1,0,unknown,yes
2751,35,management,single,tertiary,no,2646,no,no,cellular,13,oct,221,1,182,1,success,yes
2752,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,210,1,182,2,success,yes
2753,35,technician,single,tertiary,no,670,no,no,cellular,13,oct,301,2,-1,0,unknown,yes
2754,36,admin.,divorced,secondary,no,592,no,no,cellular,13,oct,204,2,99,5,failure,yes
2755,83,retired,single,primary,no,1965,no,no,telephone,13,oct,1003,3,-1,0,unknown,yes
2756,50,management,married,primary,no,313,no,no,telephone,14,oct,958,1,-1,0,unknown,yes
2757,66,housemaid,married,primary,no,40,no,no,telephone,14,oct,290,2,-1,0,unknown,yes
2758,58,technician,married,primary,no,4198,no,no,cellular,15,oct,441,5,246,5,failure,yes
2759,30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success,yes
2760,54,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,485,3,184,3,failure,yes
2761,26,admin.,single,secondary,no,766,no,no,cellular,15,oct,457,2,-1,0,unknown,yes
2762,43,services,married,primary,no,2557,yes,no,telephone,15,oct,166,3,183,5,success,yes
2763,40,unemployed,single,tertiary,no,79,no,no,cellular,15,oct,570,1,135,1,failure,yes
2764,57,management,married,tertiary,no,1318,no,no,cellular,16,oct,115,1,185,2,failure,yes
2765,75,retired,married,secondary,no,3771,no,no,telephone,16,oct,186,1,183,1,failure,yes
2766,77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
2767,31,management,married,tertiary,no,6138,no,no,cellular,16,oct,154,2,119,5,failure,yes
2768,22,services,single,secondary,no,129,no,no,cellular,16,oct,258,1,-1,0,unknown,yes
2769,50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,yes
2770,27,management,married,tertiary,no,893,no,no,cellular,16,oct,154,2,-1,0,unknown,yes
2771,73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,failure,yes
2772,37,services,married,secondary,no,4017,no,no,cellular,16,oct,156,1,-1,0,unknown,yes
2773,44,technician,single,tertiary,no,643,no,no,cellular,16,oct,324,1,143,3,failure,yes
2774,40,technician,married,secondary,no,2338,no,no,cellular,16,oct,717,2,-1,0,unknown,yes
2775,61,management,married,tertiary,no,0,no,no,cellular,16,oct,136,2,-1,0,unknown,yes
2776,61,technician,divorced,secondary,no,6481,no,no,cellular,19,oct,131,1,-1,0,unknown,yes
2777,47,blue-collar,married,secondary,no,820,no,no,cellular,19,oct,98,1,-1,0,unknown,yes
2778,47,services,single,unknown,no,1784,no,no,cellular,19,oct,385,2,-1,0,unknown,yes
2779,76,housemaid,divorced,primary,no,1411,no,no,telephone,19,oct,233,2,187,3,success,yes
2780,30,student,single,tertiary,no,7529,no,no,cellular,19,oct,328,1,-1,0,unknown,yes
2781,39,technician,married,tertiary,no,206,no,no,cellular,20,oct,148,2,195,2,success,yes
2782,72,retired,married,primary,no,1388,no,no,telephone,20,oct,513,1,-1,0,unknown,yes
2783,77,retired,married,unknown,no,1807,no,no,telephone,20,oct,373,1,-1,0,unknown,yes
2784,36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes
2785,65,retired,married,secondary,no,571,yes,no,cellular,20,oct,349,1,183,2,success,yes
2786,54,technician,married,secondary,no,3994,no,yes,cellular,20,oct,595,2,187,2,success,yes
2787,46,admin.,single,secondary,no,1693,yes,no,cellular,20,oct,427,1,-1,0,unknown,yes
2788,28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,yes
2789,61,management,married,tertiary,no,267,no,no,cellular,21,oct,192,3,184,1,success,yes
2790,53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure,yes
2791,27,student,single,tertiary,no,1134,no,no,cellular,21,oct,825,1,183,4,success,yes
2792,55,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,467,2,184,1,success,yes
2793,33,management,single,tertiary,no,6807,no,no,cellular,21,oct,512,2,184,1,success,yes
2794,87,retired,divorced,primary,no,6746,no,no,telephone,21,oct,749,1,-1,0,unknown,yes
2795,57,management,married,tertiary,no,375,no,no,cellular,21,oct,135,1,-1,0,unknown,yes
2796,33,self-employed,single,tertiary,no,658,yes,no,cellular,21,oct,307,1,208,1,success,yes
2797,51,technician,married,secondary,no,371,yes,yes,cellular,21,oct,287,1,-1,0,unknown,yes
2798,76,retired,divorced,primary,no,2693,no,no,cellular,21,oct,107,2,-1,0,unknown,yes
2799,19,student,single,secondary,no,329,no,no,cellular,22,oct,252,2,-1,0,unknown,yes
2800,33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,failure,yes
2801,55,management,divorced,tertiary,no,0,no,no,cellular,22,oct,360,5,-1,0,unknown,yes
2802,31,blue-collar,single,unknown,no,6281,no,no,cellular,22,oct,257,1,128,3,other,yes
2803,92,retired,married,unknown,no,775,no,no,cellular,22,oct,313,3,-1,0,unknown,yes
2804,30,technician,single,tertiary,no,411,no,no,cellular,22,oct,127,3,149,2,failure,yes
2805,68,retired,single,tertiary,no,2144,no,no,cellular,22,oct,277,1,184,2,success,yes
2806,41,technician,single,tertiary,no,431,no,no,cellular,22,oct,133,1,107,2,success,yes
2807,29,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,247,1,184,3,success,yes
2808,27,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,504,1,183,2,success,yes
2809,78,retired,married,unknown,no,4807,no,no,telephone,22,oct,1002,4,-1,0,unknown,yes
2810,82,retired,married,primary,no,8603,no,no,cellular,22,oct,306,3,107,1,success,yes
2811,29,technician,single,tertiary,no,2178,no,no,cellular,22,oct,260,2,139,1,other,yes
2812,76,retired,married,tertiary,no,2991,no,no,cellular,22,oct,344,1,183,1,success,yes
2813,38,management,married,tertiary,no,4174,no,no,cellular,23,oct,336,2,184,5,failure,yes
2814,60,technician,married,secondary,no,10925,no,no,cellular,23,oct,270,3,185,1,success,yes
2815,33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
2816,43,blue-collar,married,secondary,no,14646,no,no,cellular,23,oct,210,1,-1,0,unknown,yes
2817,61,retired,married,secondary,no,86,no,no,cellular,23,oct,149,1,-1,0,unknown,yes
2818,43,technician,single,unknown,no,11115,no,no,cellular,23,oct,476,1,74,2,success,yes
2819,57,management,married,primary,no,6900,no,no,cellular,23,oct,255,4,185,2,failure,yes
2820,33,management,married,tertiary,no,5878,no,no,cellular,23,oct,438,1,430,2,failure,yes
2821,77,management,married,unknown,no,1780,yes,no,cellular,23,oct,221,2,183,3,success,yes
2822,35,technician,single,secondary,no,183,no,no,cellular,23,oct,281,1,52,4,failure,yes
2823,59,retired,married,primary,no,3648,no,no,telephone,23,oct,257,2,126,3,success,yes
2824,76,retired,married,secondary,no,4112,no,no,telephone,23,oct,282,2,-1,0,unknown,yes
2825,73,retired,married,primary,no,542,no,no,cellular,26,oct,355,1,180,5,failure,yes
2826,81,retired,married,primary,no,243,no,no,cellular,27,oct,131,1,-1,0,unknown,yes
2827,41,unknown,single,unknown,no,942,no,no,cellular,27,oct,143,1,188,1,success,yes
